name,dob,visit_date,theft_date,theft,theft_count,no_theft_count,total_visits,theft_freq,theft_count_zscore,no_theft_count_zscore,total_visits_zscore,theft_freq_zscore
Karen Keeney,25/12/1993,2016-01-08,2016-01-08 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-01-11,2016-01-11 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-03-07,2016-03-07 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-03-10,2016-03-10 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-05-12,2016-05-12 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-06-17,2016-06-17 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-06-22,2016-06-22 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-06-26,2016-06-26 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-06-29,2016-06-29 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-07-07,2016-07-07 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-07-21,2016-07-21 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-07-25,2016-07-25 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-07-29,2016-07-29 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-09-07,2016-09-07 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-09-15,2016-09-15 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-09-17,2016-09-17 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-09-25,2016-09-25 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-10-08,2016-10-08 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-10-28,2016-10-28 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-10-29,2016-10-29 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-11-21,2016-11-21 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-11-22,2016-11-22 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-12-12,2016-12-12 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-12-15,2016-12-15 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-12-18,2016-12-18 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-12-19,2016-12-19 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-12-22,2016-12-22 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-12-25,2016-12-25 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2016-12-30,2016-12-30 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Karen Keeney,25/12/1993,2017-01-01,2017-01-01 00:00:00,1,30,112,142,0.2112676056338028,2.6430245115761317,1.6992002337112742,1.8866617923033677,0.4244915242536471
Judith Sanders,26/08/1993,2016-01-08,2016-01-08 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-01-11,2016-01-11 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-03-07,2016-03-07 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-03-10,2016-03-10 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-06-17,2016-06-17 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-06-22,2016-06-22 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-06-26,2016-06-26 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-06-29,2016-06-29 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-07-07,2016-07-07 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-07-21,2016-07-21 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-07-25,2016-07-25 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-07-29,2016-07-29 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-09-07,2016-09-07 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-09-15,2016-09-15 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-09-17,2016-09-17 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-09-25,2016-09-25 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-10-08,2016-10-08 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-10-29,2016-10-29 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-11-17,2016-11-17 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-11-21,2016-11-21 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-11-22,2016-11-22 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-11-28,2016-11-28 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-12-12,2016-12-12 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-12-15,2016-12-15 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-12-22,2016-12-22 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-12-25,2016-12-25 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Judith Sanders,26/08/1993,2016-12-30,2016-12-30 00:00:00,1,27,112,139,0.19424460431654678,2.187891909388475,1.6992002337112742,1.8070659726989928,0.14023496042435418
Lynn Bernhart,13/11/1995,2016-01-11,2016-01-11 00:00:00,1,27,116,143,0.1888111888111888,2.187891909388475,1.825799268825309,1.9131937321714927,0.04950571752379517
Lynn Bernhart,13/11/1995,2016-03-07,2016-03-07 00:00:00,1,27,116,143,0.1888111888111888,2.187891909388475,1.825799268825309,1.9131937321714927,0.04950571752379517
Lynn Bernhart,13/11/1995,2016-03-10,2016-03-10 00:00:00,1,27,116,143,0.1888111888111888,2.187891909388475,1.825799268825309,1.9131937321714927,0.04950571752379517
Lynn Bernhart,13/11/1995,2016-04-08,2016-04-08 00:00:00,1,27,116,143,0.1888111888111888,2.187891909388475,1.825799268825309,1.9131937321714927,0.04950571752379517
Lynn Bernhart,13/11/1995,2016-06-17,2016-06-17 00:00:00,1,27,116,143,0.1888111888111888,2.187891909388475,1.825799268825309,1.9131937321714927,0.04950571752379517
Lynn Bernhart,13/11/1995,2016-06-26,2016-06-26 00:00:00,1,27,116,143,0.1888111888111888,2.187891909388475,1.825799268825309,1.9131937321714927,0.04950571752379517
Lynn Bernhart,13/11/1995,2016-06-29,2016-06-29 00:00:00,1,27,116,143,0.1888111888111888,2.187891909388475,1.825799268825309,1.9131937321714927,0.04950571752379517
